Id,Prediction
r1448_c5,4.0
r1494_c5,3.0
r1505_c5,4.0
r1523_c5,3.0
r1560_c5,4.0
r1566_c5,3.0
r1602_c5,3.0
r1619_c5,3.0
r1622_c5,5.0
r1651_c5,2.0
r1710_c5,4.0
r1754_c5,4.0
r1804_c5,3.0
r1814_c5,5.0
r1883_c5,3.0
r1894_c5,3.0
r1903_c5,2.0
r1944_c5,2.0
r1949_c5,2.0
r1954_c5,3.0
r1968_c5,1.0
r1987_c5,3.0
r2000_c5,4.0
r2075_c5,3.0
r2100_c5,3.0
r2130_c5,3.0
r2151_c5,3.0
r2200_c5,4.0
r2250_c5,5.0
r2253_c5,5.0
r2273_c5,4.0
r2274_c5,2.0
r2303_c5,5.0
r2326_c5,4.0
r2373_c5,5.0
r2425_c5,5.0
r2435_c5,2.0
r2518_c5,3.0
r2534_c5,4.0
r2651_c5,4.0
r2692_c5,5.0
r2694_c5,4.0
r2731_c5,3.0
r2784_c5,4.0
r2808_c5,5.0
r2853_c5,4.0
r2919_c5,3.0
r2925_c5,1.0
r2929_c5,3.0
r2950_c5,3.0
r2970_c5,5.0
r3024_c5,4.0
r3060_c5,3.0
r3073_c5,5.0
r3087_c5,5.0
r3157_c5,3.0
r3292_c5,4.0
r3428_c5,3.0
r3495_c5,4.0
r3498_c5,3.0
r3529_c5,4.0
r3540_c5,5.0
r3555_c5,3.0
r3592_c5,2.0
r3595_c5,4.0
r3633_c5,3.0
r3711_c5,3.0
r3811_c5,3.0
r3874_c5,4.0
r3898_c5,4.0
r3925_c5,4.0
r3946_c5,3.0
r3952_c5,5.0
r3984_c5,5.0
r4023_c5,3.0
r4068_c5,3.0
r4090_c5,1.0
r4100_c5,3.0
r4102_c5,3.0
r4213_c5,3.0
r4222_c5,2.0
r4230_c5,4.0
r4331_c5,3.0
r4345_c5,4.0
r4394_c5,3.0
r4469_c5,4.0
r4499_c5,5.0
r4550_c5,4.0
r4557_c5,2.0
r4645_c5,3.0
r4713_c5,4.0
r4726_c5,1.0
r4729_c5,4.0
r4756_c5,5.0
r4885_c5,4.0
r4914_c5,5.0
r4943_c5,3.0
r5034_c5,4.0
r5041_c5,4.0
r5053_c5,4.0
r5058_c5,5.0
r5146_c5,4.0
r5223_c5,4.0
r5249_c5,4.0
r5289_c5,1.0
r5346_c5,3.0
r5406_c5,2.0
r5411_c5,4.0
r5458_c5,5.0
r5471_c5,1.0
r5483_c5,3.0
r5566_c5,3.0
r5582_c5,3.0
r5693_c5,3.0
r5823_c5,3.0
r5841_c5,5.0
r5984_c5,3.0
r6003_c5,5.0
r6047_c5,5.0
r6100_c5,4.0
r6136_c5,4.0
r6168_c5,4.0
r6200_c5,5.0
r6255_c5,4.0
r6321_c5,4.0
r6331_c5,3.0
r6362_c5,4.0
r6368_c5,5.0
r6383_c5,3.0
r6402_c5,3.0
r6405_c5,5.0
r6434_c5,3.0
r6440_c5,3.0
r6483_c5,4.0
r6614_c5,4.0
r6683_c5,3.0
r6761_c5,4.0
r6846_c5,3.0
r6861_c5,3.0
r6889_c5,4.0
r6915_c5,2.0
r6947_c5,3.0
r7004_c5,5.0
r7054_c5,4.0
r7055_c5,5.0
r7109_c5,5.0
r7121_c5,3.0
r7176_c5,4.0
r7189_c5,4.0
r7208_c5,5.0
r7319_c5,3.0
r7322_c5,5.0
r7329_c5,3.0
r7432_c5,4.0
r7455_c5,3.0
r7478_c5,2.0
r7486_c5,4.0
r7513_c5,4.0
r7527_c5,3.0
r7687_c5,5.0
r7690_c5,3.0
r7693_c5,5.0
r7719_c5,3.0
r7728_c5,3.0
r7755_c5,1.0
r7766_c5,3.0
r7814_c5,3.0
r7823_c5,4.0
r7867_c5,2.0
r7874_c5,4.0
r7877_c5,3.0
r7878_c5,3.0
r8038_c5,4.0
r8073_c5,5.0
r8084_c5,5.0
r8097_c5,4.0
r8104_c5,3.0
r8149_c5,4.0
r8177_c5,3.0
r8185_c5,3.0
r8195_c5,3.0
r8240_c5,5.0
r8287_c5,4.0
r8294_c5,5.0
r8357_c5,4.0
r8429_c5,3.0
r8557_c5,4.0
r8563_c5,5.0
r8606_c5,3.0
r8670_c5,2.0
r8710_c5,2.0
r8718_c5,3.0
r8752_c5,4.0
r8786_c5,2.0
r8839_c5,2.0
r8863_c5,4.0
r8874_c5,3.0
r8959_c5,3.0
r8981_c5,4.0
r8995_c5,2.0
r9014_c5,3.0
r9015_c5,3.0
r9047_c5,2.0
r9061_c5,5.0
r9087_c5,4.0
r9112_c5,4.0
r9258_c5,2.0
r9276_c5,4.0
r9320_c5,3.0
r9381_c5,3.0
r9395_c5,3.0
r9400_c5,4.0
r9428_c5,3.0
r9443_c5,4.0
r9458_c5,3.0
r9510_c5,5.0
r9520_c5,2.0
r9521_c5,3.0
r9560_c5,4.0
r9586_c5,4.0
r9592_c5,4.0
r9649_c5,2.0
r9799_c5,3.0
r9879_c5,3.0
r9905_c5,4.0
r9923_c5,3.0
r9948_c5,5.0
r9985_c5,2.0
r2_c6,5.0
r31_c6,5.0
r32_c6,5.0
r34_c6,5.0
r39_c6,5.0
r66_c6,4.0
r97_c6,5.0
r102_c6,5.0
r111_c6,5.0
r119_c6,5.0
r145_c6,5.0
r154_c6,5.0
r165_c6,5.0
r169_c6,4.0
r171_c6,5.0
r190_c6,5.0
r206_c6,4.0
r239_c6,5.0
r256_c6,5.0
r259_c6,5.0
r272_c6,3.0
r318_c6,5.0
r329_c6,5.0
r336_c6,4.0
r339_c6,5.0
r366_c6,5.0
r381_c6,5.0
r385_c6,5.0
r414_c6,5.0
r416_c6,5.0
r439_c6,5.0
r446_c6,5.0
r455_c6,4.0
r463_c6,4.0
r480_c6,5.0
r481_c6,5.0
r504_c6,5.0
r511_c6,5.0
r513_c6,5.0
r527_c6,4.0
r558_c6,5.0
r568_c6,4.0
r573_c6,4.0
r586_c6,5.0
r611_c6,5.0
r613_c6,5.0
r661_c6,5.0
r673_c6,5.0
r677_c6,5.0
r682_c6,5.0
r683_c6,5.0
r687_c6,4.0
r692_c6,5.0
r693_c6,5.0
r694_c6,5.0
r701_c6,5.0
r703_c6,5.0
r709_c6,5.0
r718_c6,5.0
r719_c6,4.0
r722_c6,5.0
r729_c6,5.0
r733_c6,3.0
r737_c6,5.0
r744_c6,5.0
r766_c6,5.0
r773_c6,5.0
r776_c6,5.0
r787_c6,5.0
r802_c6,5.0
r803_c6,5.0
r816_c6,4.0
r818_c6,5.0
r825_c6,5.0
r830_c6,5.0
r842_c6,5.0
r865_c6,3.0
r891_c6,5.0
r907_c6,5.0
r914_c6,5.0
r916_c6,5.0
r923_c6,5.0
r944_c6,4.0
r959_c6,5.0
r960_c6,5.0
r966_c6,5.0
r978_c6,5.0
r980_c6,5.0
r987_c6,3.0
r991_c6,5.0
r995_c6,5.0
r1025_c6,5.0
r1046_c6,5.0
r1050_c6,5.0
r1062_c6,5.0
r1064_c6,5.0
r1074_c6,5.0
r1094_c6,5.0
r1116_c6,5.0
r1139_c6,5.0
r1150_c6,5.0
r1156_c6,5.0
r1167_c6,5.0
r1188_c6,5.0
r1198_c6,4.0
r1217_c6,5.0
r1226_c6,4.0
r1244_c6,5.0
r1260_c6,5.0
r1279_c6,5.0
r1308_c6,5.0
r1329_c6,5.0
r1371_c6,5.0
r1374_c6,5.0
r1376_c6,5.0
r1385_c6,5.0
r1386_c6,3.0
r1408_c6,5.0
r1409_c6,5.0
r1418_c6,5.0
r1439_c6,5.0
r1444_c6,4.0
r1452_c6,5.0
r1466_c6,5.0
r1512_c6,4.0
r1520_c6,5.0
r1527_c6,4.0
r1541_c6,5.0
