Id,Prediction
r131_c4,5.0
r175_c4,5.0
r248_c4,5.0
r249_c4,4.0
r278_c4,5.0
r279_c4,5.0
r297_c4,4.0
r325_c4,4.0
r382_c4,4.0
r394_c4,3.0
r422_c4,3.0
r423_c4,5.0
r472_c4,3.0
r495_c4,5.0
r499_c4,4.0
r504_c4,3.0
r508_c4,3.0
r510_c4,4.0
r521_c4,5.0
r537_c4,2.0
r566_c4,5.0
r585_c4,5.0
r590_c4,5.0
r595_c4,2.0
r605_c4,4.0
r634_c4,3.0
r665_c4,5.0
r700_c4,3.0
r707_c4,2.0
r714_c4,3.0
r732_c4,5.0
r743_c4,2.0
r745_c4,4.0
r748_c4,5.0
r753_c4,2.0
r761_c4,4.0
r763_c4,5.0
r767_c4,5.0
r787_c4,4.0
r822_c4,5.0
r833_c4,3.0
r847_c4,4.0
r862_c4,3.0
r864_c4,5.0
r871_c4,5.0
r882_c4,3.0
r883_c4,4.0
r903_c4,3.0
r907_c4,4.0
r924_c4,4.0
r927_c4,5.0
r957_c4,5.0
r989_c4,5.0
r1000_c4,2.0
r1004_c4,3.0
r1027_c4,5.0
r1031_c4,4.0
r1053_c4,5.0
r1079_c4,2.0
r1080_c4,2.0
r1103_c4,3.0
r1124_c4,5.0
r1139_c4,3.0
r1189_c4,3.0
r1193_c4,5.0
r1239_c4,5.0
r1304_c4,5.0
r1348_c4,4.0
r1354_c4,2.0
r1370_c4,5.0
r1382_c4,3.0
r1395_c4,4.0
r1407_c4,1.0
r1413_c4,3.0
r1429_c4,5.0
r1445_c4,5.0
r1460_c4,5.0
r1480_c4,1.0
r1485_c4,5.0
r1488_c4,4.0
r1500_c4,5.0
r1532_c4,4.0
r1573_c4,3.0
r1581_c4,4.0
r1583_c4,1.0
r1585_c4,3.0
r1614_c4,5.0
r1619_c4,5.0
r1659_c4,5.0
r1676_c4,5.0
r1706_c4,2.0
r1710_c4,5.0
r1721_c4,5.0
r1729_c4,4.0
r1778_c4,3.0
r1788_c4,5.0
r1790_c4,3.0
r1792_c4,5.0
r1793_c4,5.0
r1816_c4,5.0
r1817_c4,2.0
r1822_c4,4.0
r1834_c4,3.0
r1848_c4,3.0
r1867_c4,5.0
r1890_c4,1.0
r1935_c4,3.0
r2014_c4,3.0
r2035_c4,5.0
r2085_c4,3.0
r2102_c4,4.0
r2111_c4,4.0
r2134_c4,4.0
r2144_c4,5.0
r2148_c4,4.0
r2167_c4,3.0
r2182_c4,5.0
r2184_c4,3.0
r2186_c4,3.0
r2213_c4,5.0
r2232_c4,4.0
r2250_c4,5.0
r2276_c4,3.0
r2283_c4,4.0
r2296_c4,5.0
r2318_c4,1.0
r2337_c4,3.0
r2358_c4,3.0
r2364_c4,4.0
r2376_c4,3.0
r2396_c4,5.0
r2400_c4,4.0
r2425_c4,5.0
r2457_c4,5.0
r2458_c4,5.0
r2475_c4,3.0
r2480_c4,2.0
r2502_c4,5.0
r2506_c4,3.0
r2518_c4,3.0
r2579_c4,3.0
r2624_c4,4.0
r2626_c4,4.0
r2628_c4,5.0
r2644_c4,5.0
r2650_c4,2.0
r2651_c4,5.0
r2652_c4,3.0
r2653_c4,5.0
r2661_c4,5.0
r2687_c4,3.0
r2719_c4,5.0
r2729_c4,4.0
r2760_c4,2.0
r2763_c4,4.0
r2792_c4,4.0
r2804_c4,3.0
r2859_c4,3.0
r2866_c4,4.0
r2896_c4,5.0
r2903_c4,5.0
r2906_c4,2.0
r2927_c4,4.0
r2933_c4,4.0
r2936_c4,5.0
r2954_c4,2.0
r2977_c4,5.0
r2990_c4,5.0
r2997_c4,4.0
r3008_c4,5.0
r3037_c4,4.0
r3061_c4,3.0
r3066_c4,3.0
r3119_c4,3.0
r3128_c4,5.0
r3143_c4,5.0
r3171_c4,4.0
r3198_c4,2.0
r3211_c4,3.0
r3228_c4,4.0
r3257_c4,5.0
r3268_c4,4.0
r3282_c4,5.0
r3288_c4,5.0
r3292_c4,3.0
r3295_c4,3.0
r3314_c4,5.0
r3315_c4,2.0
r3328_c4,3.0
r3329_c4,3.0
r3331_c4,5.0
r3333_c4,3.0
r3357_c4,4.0
r3367_c4,3.0
r3377_c4,5.0
r3384_c4,2.0
r3412_c4,3.0
r3416_c4,2.0
r3440_c4,3.0
r3452_c4,5.0
r3460_c4,5.0
r3527_c4,5.0
r3537_c4,3.0
r3545_c4,2.0
r3555_c4,4.0
r3559_c4,4.0
r3570_c4,1.0
r3571_c4,3.0
r3578_c4,5.0
r3587_c4,3.0
r3595_c4,2.0
r3602_c4,3.0
r3606_c4,4.0
r3622_c4,3.0
r3624_c4,3.0
r3626_c4,5.0
r3631_c4,3.0
r3647_c4,2.0
r3652_c4,5.0
r3679_c4,2.0
r3718_c4,1.0
r3725_c4,5.0
r3726_c4,2.0
r3732_c4,4.0
r3744_c4,5.0
r3773_c4,3.0
r3789_c4,2.0
r3816_c4,3.0
r3820_c4,1.0
r3830_c4,5.0
r3855_c4,5.0
r3864_c4,5.0
r3873_c4,5.0
r3947_c4,2.0
r3955_c4,1.0
r3980_c4,5.0
r4020_c4,1.0
r4028_c4,5.0
r4048_c4,3.0
r4049_c4,3.0
r4101_c4,5.0
r4102_c4,3.0
r4108_c4,5.0
r4131_c4,5.0
r4135_c4,4.0
r4149_c4,2.0
r4187_c4,4.0
r4210_c4,5.0
r4226_c4,2.0
r4234_c4,4.0
r4237_c4,5.0
r4240_c4,3.0
r4251_c4,5.0
r4312_c4,3.0
r4358_c4,5.0
r4359_c4,5.0
r4441_c4,3.0
r4476_c4,2.0
r4510_c4,3.0
r4516_c4,3.0
r4517_c4,4.0
r4543_c4,5.0
r4560_c4,4.0
r4567_c4,4.0
r4584_c4,4.0
r4623_c4,2.0
r4650_c4,2.0
r4652_c4,5.0
r4661_c4,5.0
r4664_c4,5.0
r4673_c4,3.0
r4691_c4,5.0
r4711_c4,2.0
r4722_c4,3.0
r4723_c4,2.0
r4737_c4,5.0
r4763_c4,1.0
r4774_c4,3.0
r4779_c4,5.0
r4792_c4,1.0
r4815_c4,5.0
r4825_c4,3.0
r4852_c4,5.0
r4905_c4,3.0
r4914_c4,2.0
r4915_c4,1.0
r4917_c4,5.0
r4930_c4,4.0
r4960_c4,3.0
r4978_c4,3.0
r4985_c4,5.0
r5007_c4,2.0
r5027_c4,4.0
r5042_c4,4.0
r5046_c4,5.0
r5056_c4,5.0
r5070_c4,4.0
r5082_c4,5.0
r5085_c4,3.0
r5093_c4,5.0
r5118_c4,5.0
r5128_c4,2.0
r5131_c4,3.0
r5160_c4,2.0
r5165_c4,2.0
r5168_c4,1.0
r5171_c4,5.0
r5177_c4,4.0
r5184_c4,3.0
r5223_c4,5.0
r5237_c4,1.0
r5257_c4,4.0
r5283_c4,3.0
r5306_c4,5.0
r5310_c4,2.0
r5312_c4,4.0
r5335_c4,5.0
r5356_c4,5.0
r5369_c4,5.0
r5419_c4,5.0
r5430_c4,1.0
r5441_c4,5.0
r5529_c4,5.0
r5533_c4,5.0
r5567_c4,4.0
r5594_c4,5.0
r5604_c4,5.0
r5638_c4,3.0
r5694_c4,4.0
r5733_c4,2.0
r5753_c4,2.0
r5790_c4,5.0
r5821_c4,1.0
r5856_c4,5.0
r5857_c4,3.0
r5929_c4,3.0
r5946_c4,3.0
r6022_c4,5.0
r6054_c4,5.0
r6070_c4,3.0
r6107_c4,5.0
r6111_c4,5.0
r6113_c4,5.0
r6126_c4,1.0
r6141_c4,5.0
r6185_c4,5.0
r6240_c4,4.0
r6242_c4,5.0
r6247_c4,5.0
r6265_c4,5.0
r6268_c4,4.0
r6307_c4,3.0
r6312_c4,5.0
r6314_c4,5.0
r6323_c4,5.0
r6378_c4,5.0
r6399_c4,5.0
r6448_c4,4.0
r6464_c4,3.0
r6470_c4,5.0
r6474_c4,3.0
r6499_c4,4.0
r6518_c4,4.0
r6533_c4,1.0
r6583_c4,1.0
r6604_c4,1.0
r6652_c4,4.0
r6710_c4,4.0
r6713_c4,5.0
r6726_c4,5.0
r6739_c4,4.0
r6740_c4,2.0
r6773_c4,5.0
r6776_c4,5.0
r6787_c4,3.0
r6788_c4,5.0
r6796_c4,5.0
r6797_c4,5.0
r6804_c4,2.0
r6816_c4,4.0
r6818_c4,5.0
r6819_c4,4.0
r6833_c4,3.0
r6836_c4,5.0
r6839_c4,5.0
r6865_c4,4.0
r6903_c4,5.0
r6909_c4,3.0
r6914_c4,4.0
r6917_c4,2.0
r6923_c4,5.0
r6927_c4,5.0
r6938_c4,5.0
r6965_c4,4.0
r6972_c4,2.0
r6976_c4,3.0
r6982_c4,5.0
r7006_c4,4.0
r7016_c4,3.0
r7058_c4,5.0
r7065_c4,3.0
r7081_c4,4.0
r7153_c4,3.0
r7182_c4,5.0
r7184_c4,5.0
r7206_c4,5.0
r7207_c4,5.0
r7216_c4,3.0
r7222_c4,4.0
r7228_c4,5.0
r7240_c4,3.0
r7241_c4,5.0
r7255_c4,2.0
r7290_c4,4.0
r7294_c4,2.0
r7301_c4,4.0
r7304_c4,3.0
r7312_c4,5.0
r7316_c4,2.0
r7345_c4,5.0
r7365_c4,3.0
r7375_c4,5.0
r7386_c4,4.0
r7387_c4,2.0
r7399_c4,3.0
r7403_c4,5.0
r7408_c4,3.0
r7413_c4,4.0
r7417_c4,4.0
r7420_c4,5.0
r7430_c4,3.0
r7437_c4,3.0
r7457_c4,2.0
r7478_c4,3.0
r7485_c4,4.0
r7498_c4,3.0
r7555_c4,4.0
r7562_c4,1.0
r7588_c4,4.0
r7635_c4,3.0
r7652_c4,3.0
r7666_c4,5.0
r7673_c4,5.0
r7683_c4,5.0
r7702_c4,5.0
r7729_c4,3.0
r7734_c4,5.0
r7737_c4,5.0
r7771_c4,5.0
r7784_c4,5.0
r7811_c4,4.0
r7864_c4,5.0
r7871_c4,4.0
r7905_c4,4.0
r7910_c4,3.0
r7948_c4,1.0
r7971_c4,3.0
r7972_c4,5.0
r7974_c4,2.0
r7984_c4,5.0
r8006_c4,5.0
r8015_c4,5.0
r8025_c4,1.0
r8066_c4,5.0
r8067_c4,2.0
r8072_c4,3.0
r8074_c4,5.0
r8083_c4,5.0
r8087_c4,3.0
r8098_c4,5.0
r8106_c4,5.0
r8107_c4,5.0
r8138_c4,2.0
r8143_c4,5.0
r8158_c4,5.0
r8174_c4,4.0
r8201_c4,4.0
r8220_c4,5.0
r8240_c4,5.0
r8269_c4,5.0
r8285_c4,4.0
r8356_c4,3.0
r8371_c4,5.0
r8379_c4,5.0
r8404_c4,5.0
r8421_c4,5.0
r8445_c4,5.0
r8452_c4,5.0
r8466_c4,4.0
r8469_c4,5.0
r8476_c4,3.0
r8486_c4,5.0
r8491_c4,3.0
r8497_c4,5.0
r8508_c4,5.0
r8510_c4,3.0
r8524_c4,3.0
r8558_c4,5.0
r8562_c4,5.0
r8576_c4,3.0
r8585_c4,3.0
r8600_c4,5.0
r8604_c4,5.0
r8617_c4,4.0
r8654_c4,3.0
r8661_c4,3.0
r8674_c4,5.0
r8675_c4,4.0
r8681_c4,4.0
r8697_c4,2.0
r8734_c4,5.0
r8741_c4,5.0
r8745_c4,3.0
r8781_c4,5.0
r8818_c4,5.0
r8834_c4,2.0
r8868_c4,5.0
r8891_c4,3.0
r8920_c4,4.0
r8933_c4,1.0
r8967_c4,3.0
r8981_c4,5.0
r8983_c4,5.0
r9017_c4,5.0
r9020_c4,5.0
r9030_c4,5.0
r9033_c4,3.0
r9041_c4,4.0
r9064_c4,5.0
r9112_c4,5.0
r9128_c4,4.0
r9131_c4,5.0
r9133_c4,4.0
r9158_c4,4.0
r9166_c4,5.0
r9203_c4,1.0
r9208_c4,2.0
r9222_c4,5.0
r9228_c4,5.0
r9244_c4,5.0
r9262_c4,3.0
r9275_c4,3.0
r9279_c4,5.0
r9304_c4,5.0
r9309_c4,5.0
r9310_c4,4.0
r9349_c4,2.0
r9375_c4,4.0
r9396_c4,4.0
r9401_c4,1.0
r9420_c4,5.0
r9431_c4,4.0
r9436_c4,2.0
r9449_c4,5.0
r9452_c4,5.0
r9457_c4,5.0
r9478_c4,4.0
r9498_c4,5.0
r9499_c4,5.0
r9508_c4,3.0
r9520_c4,3.0
r9546_c4,3.0
r9569_c4,5.0
r9571_c4,5.0
r9574_c4,3.0
r9578_c4,5.0
r9592_c4,4.0
r9606_c4,3.0
r9607_c4,2.0
r9620_c4,5.0
r9677_c4,5.0
r9684_c4,5.0
r9705_c4,2.0
r9725_c4,4.0
r9752_c4,3.0
r9782_c4,5.0
r9805_c4,5.0
r9806_c4,5.0
r9818_c4,2.0
r9829_c4,5.0
r9861_c4,5.0
r9867_c4,5.0
r9875_c4,2.0
r9877_c4,3.0
r9885_c4,5.0
r9901_c4,4.0
r9908_c4,4.0
r9912_c4,5.0
r9943_c4,1.0
r9952_c4,5.0
r9963_c4,5.0
r9987_c4,5.0
r9991_c4,2.0
r134_c5,3.0
r167_c5,4.0
r180_c5,4.0
r196_c5,4.0
r294_c5,4.0
r363_c5,4.0
r372_c5,3.0
r378_c5,4.0
r386_c5,3.0
r394_c5,3.0
r417_c5,4.0
r497_c5,4.0
r598_c5,4.0
r667_c5,4.0
r684_c5,1.0
r746_c5,3.0
r850_c5,4.0
r897_c5,4.0
r908_c5,3.0
r959_c5,3.0
r977_c5,2.0
r1033_c5,3.0
r1131_c5,4.0
r1219_c5,4.0
r1239_c5,5.0
r1305_c5,4.0
r1356_c5,2.0
r1391_c5,5.0
r1417_c5,2.0
r1457_c5,4.0
r1502_c5,5.0
r1696_c5,4.0
r1698_c5,4.0
r1711_c5,3.0
r1712_c5,2.0
r1769_c5,4.0
r1855_c5,5.0
r1911_c5,3.0
r1919_c5,5.0
r1921_c5,4.0
r2145_c5,3.0
r2157_c5,4.0
r2182_c5,3.0
r2232_c5,5.0
r2233_c5,5.0
r2238_c5,2.0
r2240_c5,3.0
r2305_c5,4.0
r2314_c5,3.0
r2400_c5,4.0
r2529_c5,3.0
r2549_c5,4.0
r2744_c5,3.0
r2747_c5,4.0
r2844_c5,4.0
r2862_c5,3.0
r2870_c5,4.0
r2894_c5,4.0
r2903_c5,3.0
r2932_c5,4.0
r2941_c5,5.0
r3048_c5,4.0
r3079_c5,4.0
r3104_c5,3.0
r3131_c5,4.0
r3153_c5,4.0
r3282_c5,3.0
r3303_c5,4.0
r3340_c5,4.0
r3363_c5,3.0
r3379_c5,4.0
r3391_c5,5.0
r3406_c5,4.0
r3431_c5,4.0
r3511_c5,3.0
r3522_c5,4.0
r3536_c5,4.0
r3657_c5,4.0
r3707_c5,1.0
r3865_c5,4.0
r3868_c5,3.0
r3881_c5,4.0
r3911_c5,5.0
r3936_c5,4.0
r3962_c5,4.0
r3972_c5,3.0
r4015_c5,3.0
r4034_c5,4.0
r4080_c5,3.0
r4182_c5,5.0
r4257_c5,3.0
r4355_c5,3.0
r4402_c5,5.0
r4440_c5,3.0
r4466_c5,4.0
r4468_c5,4.0
r4606_c5,3.0
r4614_c5,3.0
r4640_c5,4.0
r4677_c5,3.0
r4707_c5,3.0
r4759_c5,5.0
r4769_c5,5.0
r4777_c5,3.0
r4784_c5,3.0
r4858_c5,5.0
r4865_c5,3.0
r4889_c5,1.0
r4894_c5,2.0
r4918_c5,3.0
r4919_c5,5.0
r4920_c5,5.0
r4978_c5,4.0
r5008_c5,4.0
r5009_c5,4.0
r5069_c5,3.0
r5078_c5,2.0
r5092_c5,3.0
r5312_c5,3.0
r5351_c5,4.0
r5400_c5,3.0
r5404_c5,4.0
r5443_c5,3.0
r5447_c5,1.0
r5489_c5,1.0
r5561_c5,2.0
r5616_c5,3.0
r5638_c5,4.0
r5639_c5,5.0
r5659_c5,4.0
r5661_c5,3.0
r5720_c5,1.0
r5731_c5,3.0
r5763_c5,4.0
r5796_c5,3.0
r5803_c5,3.0
r5871_c5,3.0
r5905_c5,2.0
r5929_c5,2.0
r5938_c5,5.0
r5939_c5,4.0
r6081_c5,3.0
r6096_c5,4.0
r6184_c5,4.0
r6207_c5,4.0
r6240_c5,3.0
r6288_c5,3.0
r6393_c5,4.0
r6396_c5,3.0
r6442_c5,5.0
r6450_c5,3.0
r6501_c5,4.0
r6514_c5,3.0
r6620_c5,3.0
r6767_c5,3.0
r6796_c5,4.0
r6805_c5,4.0
r6814_c5,5.0
r6820_c5,5.0
r6837_c5,3.0
r6863_c5,3.0
r6884_c5,5.0
r7019_c5,4.0
r7022_c5,3.0
r7027_c5,2.0
r7042_c5,5.0
r7111_c5,3.0
r7162_c5,4.0
r7170_c5,5.0
r7206_c5,5.0
r7211_c5,3.0
r7228_c5,4.0
r7251_c5,4.0
r7270_c5,4.0
r7281_c5,3.0
r7296_c5,5.0
r7333_c5,5.0
r7380_c5,1.0
r7403_c5,3.0
r7545_c5,4.0
r7548_c5,4.0
r7577_c5,4.0
r7661_c5,5.0
r7694_c5,5.0
r7711_c5,5.0
r7774_c5,5.0
r7792_c5,3.0
r7971_c5,5.0
r8006_c5,3.0
r8155_c5,1.0
r8172_c5,4.0
r8196_c5,4.0
r8230_c5,2.0
r8251_c5,4.0
r8352_c5,3.0
r8377_c5,5.0
r8431_c5,5.0
r8437_c5,4.0
r8490_c5,4.0
r8546_c5,3.0
r8549_c5,5.0
r8594_c5,4.0
r8631_c5,2.0
r8695_c5,5.0
r8707_c5,4.0
r8760_c5,5.0
r8791_c5,1.0
r8813_c5,4.0
r8889_c5,3.0
r8954_c5,5.0
r8958_c5,4.0
r9055_c5,5.0
r9086_c5,3.0
r9123_c5,3.0
r9126_c5,4.0
r9150_c5,4.0
r9202_c5,4.0
r9241_c5,3.0
r9249_c5,3.0
r9252_c5,5.0
r9267_c5,5.0
r9334_c5,5.0
r9393_c5,4.0
r9398_c5,3.0
r9491_c5,3.0
r9507_c5,4.0
r9515_c5,3.0
r9534_c5,5.0
r9577_c5,4.0
r9650_c5,5.0
r9654_c5,5.0
r9713_c5,4.0
r9804_c5,3.0
r9844_c5,5.0
r9853_c5,4.0
r9855_c5,3.0
r9865_c5,4.0
r9869_c5,2.0
r9901_c5,4.0
r9912_c5,4.0
r9978_c5,3.0
r5_c6,5.0
r19_c6,3.0
r23_c6,2.0
r63_c6,4.0
r80_c6,5.0
r115_c6,5.0
r121_c6,5.0
r129_c6,4.0
r133_c6,5.0
r143_c6,5.0
r152_c6,5.0
r156_c6,5.0
r164_c6,5.0
r166_c6,5.0
r167_c6,5.0
r175_c6,4.0
r179_c6,5.0
r194_c6,5.0
r200_c6,5.0
r205_c6,5.0
r211_c6,5.0
r219_c6,5.0
r222_c6,5.0
r230_c6,5.0
r267_c6,5.0
r278_c6,1.0
r289_c6,5.0
r297_c6,3.0
r298_c6,5.0
r308_c6,4.0
r328_c6,4.0
r332_c6,5.0
r333_c6,5.0
r338_c6,5.0
r353_c6,5.0
r354_c6,5.0
r360_c6,5.0
r362_c6,5.0
r371_c6,5.0
r380_c6,5.0
r384_c6,5.0
r393_c6,5.0
r409_c6,5.0
r412_c6,4.0
r422_c6,5.0
r423_c6,5.0
r434_c6,4.0
r441_c6,5.0
r443_c6,5.0
r448_c6,5.0
r465_c6,4.0
r476_c6,3.0
r501_c6,5.0
r503_c6,4.0
r517_c6,5.0
r525_c6,5.0
r537_c6,4.0
r546_c6,3.0
r574_c6,5.0
r582_c6,5.0
r596_c6,5.0
r614_c6,5.0
r644_c6,5.0
r652_c6,4.0
r675_c6,4.0
r688_c6,4.0
r721_c6,5.0
r734_c6,5.0
r745_c6,5.0
r750_c6,5.0
r764_c6,5.0
r778_c6,5.0
r779_c6,5.0
r780_c6,4.0
r788_c6,5.0
r792_c6,5.0
r797_c6,4.0
r804_c6,5.0
r817_c6,4.0
r837_c6,3.0
r857_c6,5.0
r864_c6,5.0
r874_c6,5.0
r877_c6,4.0
r883_c6,5.0
r901_c6,4.0
r902_c6,4.0
r903_c6,5.0
r906_c6,5.0
r918_c6,5.0
r925_c6,5.0
r930_c6,5.0
r953_c6,2.0
r958_c6,5.0
r967_c6,5.0
r983_c6,5.0
r989_c6,4.0
r1012_c6,3.0
r1014_c6,5.0
r1017_c6,3.0
r1029_c6,2.0
r1041_c6,5.0
