Id,Prediction
r6387_c3,5.0
r6491_c3,4.0
r6539_c3,4.0
r6562_c3,4.0
r6816_c3,5.0
r6835_c3,3.0
r6850_c3,3.0
r6872_c3,2.0
r7010_c3,3.0
r7014_c3,5.0
r7021_c3,3.0
r7045_c3,4.0
r7055_c3,5.0
r7071_c3,3.0
r7097_c3,2.0
r7196_c3,4.0
r7238_c3,3.0
r7250_c3,3.0
r7361_c3,3.0
r7380_c3,3.0
r7526_c3,4.0
r7577_c3,3.0
r7607_c3,4.0
r7612_c3,3.0
r7715_c3,5.0
r7745_c3,4.0
r7758_c3,5.0
r7859_c3,3.0
r7867_c3,4.0
r7888_c3,4.0
r7959_c3,5.0
r8082_c3,4.0
r8193_c3,3.0
r8200_c3,3.0
r8488_c3,2.0
r8556_c3,1.0
r8611_c3,5.0
r8706_c3,5.0
r8739_c3,4.0
r8786_c3,3.0
r8831_c3,3.0
r8880_c3,3.0
r8909_c3,3.0
r8941_c3,4.0
r9006_c3,4.0
r9066_c3,3.0
r9264_c3,5.0
r9265_c3,3.0
r9286_c3,2.0
r9289_c3,2.0
r9380_c3,3.0
r9472_c3,4.0
r9478_c3,3.0
r9531_c3,3.0
r9552_c3,4.0
r9608_c3,3.0
r9623_c3,3.0
r9716_c3,4.0
r9784_c3,3.0
r9858_c3,5.0
r9889_c3,2.0
r9916_c3,3.0
r9951_c3,5.0
r9953_c3,4.0
r9964_c3,4.0
r9978_c3,2.0
r10_c4,1.0
r23_c4,3.0
r47_c4,4.0
r50_c4,3.0
r71_c4,5.0
r78_c4,2.0
r79_c4,4.0
r84_c4,5.0
r97_c4,4.0
r147_c4,3.0
r198_c4,4.0
r199_c4,5.0
r214_c4,4.0
r270_c4,5.0
r274_c4,3.0
r302_c4,3.0
r317_c4,4.0
r388_c4,5.0
r392_c4,4.0
r397_c4,5.0
r401_c4,5.0
r402_c4,1.0
r406_c4,3.0
r420_c4,5.0
r426_c4,4.0
r438_c4,4.0
r446_c4,4.0
r449_c4,5.0
r468_c4,3.0
r507_c4,5.0
r516_c4,5.0
r520_c4,3.0
r559_c4,4.0
r574_c4,4.0
r582_c4,5.0
r604_c4,4.0
r610_c4,5.0
r617_c4,5.0
r625_c4,5.0
r641_c4,5.0
r668_c4,2.0
r713_c4,3.0
r738_c4,1.0
r783_c4,5.0
r808_c4,4.0
r824_c4,5.0
r855_c4,4.0
r872_c4,2.0
r892_c4,4.0
r893_c4,4.0
r900_c4,5.0
r930_c4,5.0
r949_c4,4.0
r973_c4,3.0
r997_c4,4.0
r999_c4,5.0
r1068_c4,2.0
r1077_c4,5.0
r1089_c4,5.0
r1105_c4,2.0
r1115_c4,4.0
r1130_c4,3.0
r1143_c4,5.0
r1163_c4,5.0
r1167_c4,5.0
r1171_c4,5.0
r1174_c4,5.0
r1192_c4,5.0
r1199_c4,3.0
r1205_c4,3.0
r1221_c4,4.0
r1225_c4,5.0
r1231_c4,5.0
r1245_c4,5.0
r1246_c4,4.0
r1271_c4,5.0
r1276_c4,3.0
r1279_c4,5.0
r1281_c4,5.0
r1295_c4,5.0
r1306_c4,5.0
r1307_c4,5.0
r1321_c4,5.0
r1352_c4,5.0
r1383_c4,5.0
r1459_c4,4.0
r1465_c4,3.0
r1476_c4,3.0
r1535_c4,4.0
r1569_c4,4.0
r1584_c4,3.0
r1591_c4,4.0
r1605_c4,5.0
r1606_c4,2.0
r1623_c4,1.0
r1633_c4,4.0
r1661_c4,5.0
r1681_c4,5.0
r1693_c4,4.0
r1714_c4,5.0
r1736_c4,5.0
r1758_c4,5.0
r1764_c4,3.0
r1770_c4,4.0
r1781_c4,4.0
r1785_c4,2.0
r1797_c4,5.0
r1830_c4,5.0
r1837_c4,3.0
r1884_c4,5.0
r1895_c4,4.0
r1898_c4,5.0
r1899_c4,5.0
r1904_c4,2.0
r1926_c4,3.0
r1941_c4,3.0
r1956_c4,4.0
r2001_c4,5.0
r2005_c4,5.0
r2027_c4,5.0
r2084_c4,2.0
r2092_c4,5.0
r2101_c4,5.0
r2118_c4,3.0
r2125_c4,3.0
r2141_c4,4.0
r2196_c4,2.0
r2266_c4,2.0
r2270_c4,3.0
r2289_c4,3.0
r2293_c4,1.0
r2304_c4,5.0
r2319_c4,5.0
r2321_c4,2.0
r2329_c4,4.0
r2372_c4,3.0
r2374_c4,5.0
r2399_c4,5.0
r2409_c4,4.0
r2413_c4,4.0
r2439_c4,2.0
r2443_c4,5.0
r2460_c4,3.0
r2491_c4,2.0
r2526_c4,3.0
r2535_c4,4.0
r2547_c4,5.0
r2570_c4,4.0
r2575_c4,2.0
r2577_c4,2.0
r2583_c4,4.0
r2602_c4,5.0
r2605_c4,3.0
r2606_c4,3.0
r2607_c4,3.0
r2614_c4,5.0
r2618_c4,5.0
r2634_c4,1.0
r2641_c4,4.0
r2655_c4,5.0
r2665_c4,4.0
r2671_c4,5.0
r2678_c4,5.0
r2692_c4,5.0
r2706_c4,3.0
r2713_c4,2.0
r2743_c4,2.0
r2766_c4,2.0
r2771_c4,1.0
r2777_c4,3.0
r2814_c4,1.0
r2815_c4,5.0
r2824_c4,5.0
r2846_c4,3.0
r2854_c4,3.0
r2864_c4,3.0
r2875_c4,1.0
r2876_c4,5.0
r2878_c4,5.0
r2891_c4,3.0
r2904_c4,3.0
r2920_c4,1.0
r2937_c4,4.0
r2938_c4,4.0
r2945_c4,5.0
r2956_c4,4.0
r2975_c4,4.0
r2979_c4,5.0
r2998_c4,5.0
r3027_c4,4.0
r3040_c4,5.0
r3041_c4,3.0
r3046_c4,3.0
r3109_c4,5.0
r3112_c4,5.0
r3124_c4,5.0
r3130_c4,5.0
r3141_c4,5.0
r3142_c4,4.0
r3205_c4,2.0
r3229_c4,5.0
r3284_c4,4.0
r3325_c4,5.0
r3332_c4,4.0
r3339_c4,4.0
r3340_c4,2.0
r3342_c4,5.0
r3343_c4,3.0
r3348_c4,4.0
r3366_c4,4.0
r3388_c4,5.0
r3403_c4,4.0
r3432_c4,5.0
r3497_c4,5.0
r3507_c4,5.0
r3508_c4,4.0
r3521_c4,5.0
r3522_c4,5.0
r3529_c4,5.0
r3543_c4,2.0
r3553_c4,3.0
r3556_c4,5.0
r3566_c4,5.0
r3612_c4,3.0
r3627_c4,5.0
r3642_c4,5.0
r3645_c4,5.0
r3650_c4,2.0
r3657_c4,4.0
r3658_c4,5.0
r3719_c4,3.0
r3730_c4,5.0
r3758_c4,3.0
r3780_c4,4.0
r3788_c4,4.0
r3792_c4,1.0
r3795_c4,5.0
r3804_c4,5.0
r3835_c4,5.0
r3840_c4,5.0
r3842_c4,5.0
r3878_c4,5.0
r3883_c4,2.0
r3903_c4,4.0
r3915_c4,5.0
r3918_c4,3.0
r4001_c4,5.0
r4037_c4,3.0
r4073_c4,5.0
r4075_c4,4.0
r4076_c4,3.0
r4078_c4,5.0
r4100_c4,5.0
r4109_c4,5.0
r4114_c4,2.0
r4115_c4,2.0
r4120_c4,5.0
r4123_c4,5.0
r4143_c4,5.0
r4165_c4,5.0
r4174_c4,5.0
r4180_c4,5.0
r4190_c4,3.0
r4192_c4,5.0
r4196_c4,3.0
r4211_c4,3.0
r4261_c4,2.0
r4266_c4,3.0
r4290_c4,5.0
r4292_c4,5.0
r4300_c4,5.0
r4314_c4,2.0
r4326_c4,3.0
r4341_c4,5.0
r4379_c4,3.0
r4387_c4,3.0
r4401_c4,5.0
r4429_c4,5.0
r4433_c4,4.0
r4450_c4,2.0
r4492_c4,5.0
r4497_c4,4.0
r4499_c4,4.0
r4506_c4,5.0
r4523_c4,5.0
r4554_c4,5.0
r4556_c4,5.0
r4563_c4,2.0
r4610_c4,3.0
r4615_c4,5.0
r4616_c4,3.0
r4631_c4,5.0
r4642_c4,5.0
r4669_c4,2.0
r4671_c4,4.0
r4675_c4,5.0
r4698_c4,4.0
r4729_c4,4.0
r4745_c4,5.0
r4759_c4,5.0
r4765_c4,5.0
r4775_c4,4.0
r4786_c4,5.0
r4797_c4,5.0
r4806_c4,4.0
r4840_c4,5.0
r4853_c4,3.0
r4865_c4,5.0
r4885_c4,2.0
r4911_c4,5.0
r4971_c4,5.0
r5009_c4,4.0
r5045_c4,5.0
r5100_c4,3.0
r5101_c4,5.0
r5105_c4,4.0
r5111_c4,2.0
r5122_c4,3.0
r5140_c4,5.0
r5141_c4,5.0
r5176_c4,4.0
r5194_c4,3.0
r5197_c4,3.0
r5219_c4,5.0
r5227_c4,4.0
r5233_c4,4.0
r5248_c4,4.0
r5251_c4,4.0
r5265_c4,3.0
r5278_c4,3.0
r5288_c4,5.0
r5308_c4,5.0
r5325_c4,5.0
r5331_c4,5.0
r5352_c4,5.0
r5376_c4,4.0
r5387_c4,3.0
r5391_c4,4.0
r5405_c4,1.0
r5417_c4,4.0
r5420_c4,1.0
r5422_c4,3.0
r5424_c4,4.0
r5448_c4,2.0
r5477_c4,5.0
r5481_c4,4.0
r5539_c4,3.0
r5570_c4,3.0
r5571_c4,4.0
r5575_c4,5.0
r5591_c4,5.0
r5595_c4,5.0
r5597_c4,3.0
r5627_c4,5.0
r5644_c4,5.0
r5655_c4,5.0
r5660_c4,5.0
r5674_c4,1.0
r5686_c4,4.0
r5689_c4,4.0
r5704_c4,3.0
r5725_c4,5.0
r5729_c4,3.0
r5758_c4,5.0
r5762_c4,5.0
r5763_c4,5.0
r5768_c4,5.0
r5779_c4,3.0
r5785_c4,3.0
r5789_c4,5.0
r5803_c4,3.0
r5819_c4,5.0
r5839_c4,3.0
r5843_c4,5.0
r5874_c4,5.0
r5909_c4,4.0
r5926_c4,5.0
r5944_c4,2.0
r5950_c4,3.0
r5982_c4,5.0
r5987_c4,2.0
r5995_c4,3.0
r5999_c4,2.0
r6001_c4,2.0
r6028_c4,3.0
r6038_c4,5.0
r6043_c4,2.0
r6046_c4,5.0
r6050_c4,5.0
r6056_c4,5.0
r6084_c4,4.0
r6096_c4,4.0
r6097_c4,2.0
r6108_c4,5.0
r6114_c4,4.0
r6132_c4,5.0
r6159_c4,3.0
r6160_c4,4.0
r6204_c4,1.0
r6206_c4,3.0
r6241_c4,5.0
r6255_c4,5.0
r6280_c4,5.0
r6294_c4,3.0
r6309_c4,4.0
r6311_c4,5.0
r6324_c4,5.0
r6336_c4,5.0
r6352_c4,4.0
r6358_c4,5.0
r6368_c4,3.0
r6369_c4,5.0
r6387_c4,5.0
r6389_c4,3.0
r6390_c4,1.0
r6402_c4,3.0
r6442_c4,4.0
r6484_c4,3.0
r6498_c4,1.0
r6547_c4,2.0
r6577_c4,3.0
r6588_c4,4.0
r6602_c4,4.0
r6617_c4,3.0
r6632_c4,5.0
r6658_c4,5.0
r6665_c4,4.0
r6672_c4,4.0
r6674_c4,5.0
r6675_c4,5.0
r6682_c4,5.0
r6720_c4,4.0
r6744_c4,1.0
r6745_c4,3.0
r6777_c4,2.0
r6782_c4,3.0
r6791_c4,5.0
r6799_c4,2.0
r6812_c4,5.0
r6814_c4,4.0
r6843_c4,4.0
r6868_c4,3.0
r6886_c4,4.0
r6906_c4,5.0
r6915_c4,5.0
r6947_c4,5.0
r6950_c4,5.0
r6964_c4,4.0
r6966_c4,2.0
r6977_c4,3.0
r6987_c4,3.0
r7004_c4,4.0
r7024_c4,5.0
r7050_c4,5.0
r7052_c4,1.0
r7056_c4,4.0
r7062_c4,5.0
r7080_c4,2.0
r7085_c4,3.0
r7098_c4,5.0
r7100_c4,3.0
r7121_c4,5.0
r7157_c4,3.0
r7160_c4,5.0
r7166_c4,4.0
r7173_c4,3.0
r7174_c4,5.0
r7196_c4,5.0
r7249_c4,5.0
r7257_c4,2.0
r7263_c4,3.0
r7270_c4,4.0
r7285_c4,5.0
r7298_c4,5.0
r7313_c4,5.0
r7322_c4,3.0
r7328_c4,5.0
r7329_c4,4.0
r7334_c4,4.0
r7378_c4,2.0
r7384_c4,5.0
r7390_c4,5.0
r7435_c4,5.0
r7444_c4,5.0
r7458_c4,2.0
r7473_c4,5.0
r7508_c4,5.0
r7517_c4,4.0
r7518_c4,5.0
r7558_c4,4.0
r7561_c4,3.0
r7566_c4,2.0
r7574_c4,4.0
r7600_c4,3.0
r7606_c4,1.0
r7616_c4,3.0
r7623_c4,4.0
r7627_c4,2.0
r7629_c4,5.0
r7639_c4,5.0
r7646_c4,5.0
r7688_c4,3.0
r7711_c4,3.0
r7728_c4,5.0
r7753_c4,5.0
r7757_c4,2.0
r7763_c4,5.0
r7780_c4,3.0
r7785_c4,3.0
r7806_c4,5.0
r7808_c4,5.0
r7815_c4,5.0
r7823_c4,4.0
r7824_c4,3.0
r7826_c4,5.0
r7827_c4,5.0
r7831_c4,3.0
r7835_c4,3.0
r7836_c4,2.0
r7853_c4,1.0
r7861_c4,5.0
r7863_c4,4.0
r7875_c4,3.0
r7882_c4,5.0
r7883_c4,5.0
r7892_c4,5.0
r7945_c4,5.0
r7959_c4,5.0
r7993_c4,4.0
r8012_c4,3.0
r8030_c4,5.0
r8044_c4,2.0
r8052_c4,2.0
r8070_c4,3.0
r8073_c4,4.0
r8084_c4,3.0
r8095_c4,5.0
r8101_c4,5.0
r8123_c4,5.0
r8126_c4,3.0
r8129_c4,4.0
r8177_c4,5.0
r8196_c4,4.0
r8204_c4,4.0
r8208_c4,5.0
r8214_c4,5.0
r8223_c4,4.0
r8230_c4,5.0
r8286_c4,2.0
r8287_c4,3.0
r8289_c4,5.0
r8302_c4,3.0
r8316_c4,5.0
r8338_c4,3.0
r8340_c4,3.0
r8346_c4,1.0
r8365_c4,5.0
r8370_c4,5.0
r8378_c4,5.0
r8390_c4,2.0
r8408_c4,5.0
r8440_c4,1.0
r8454_c4,3.0
r8468_c4,1.0
r8482_c4,4.0
r8498_c4,5.0
r8536_c4,2.0
r8545_c4,5.0
r8575_c4,5.0
r8581_c4,3.0
r8593_c4,4.0
r8597_c4,2.0
r8613_c4,4.0
r8616_c4,4.0
r8619_c4,3.0
r8647_c4,4.0
r8691_c4,5.0
r8696_c4,5.0
r8713_c4,4.0
r8714_c4,3.0
r8724_c4,4.0
r8726_c4,2.0
r8729_c4,5.0
r8738_c4,5.0
r8763_c4,5.0
r8791_c4,4.0
r8794_c4,1.0
r8803_c4,1.0
r8805_c4,2.0
r8808_c4,5.0
r8849_c4,5.0
r8854_c4,4.0
r8859_c4,5.0
r8878_c4,3.0
r8880_c4,5.0
r8943_c4,5.0
r8965_c4,5.0
r8971_c4,5.0
r8982_c4,3.0
r8993_c4,4.0
r8994_c4,5.0
r9066_c4,2.0
r9078_c4,4.0
r9087_c4,3.0
r9089_c4,5.0
r9097_c4,4.0
r9102_c4,5.0
r9113_c4,3.0
r9114_c4,5.0
r9120_c4,4.0
r9123_c4,4.0
r9127_c4,3.0
r9138_c4,4.0
r9142_c4,5.0
r9171_c4,5.0
r9179_c4,3.0
r9184_c4,2.0
r9190_c4,5.0
r9191_c4,4.0
r9211_c4,3.0
r9212_c4,5.0
r9253_c4,5.0
r9254_c4,5.0
r9260_c4,3.0
r9267_c4,4.0
r9268_c4,3.0
r9278_c4,4.0
r9290_c4,5.0
r9319_c4,1.0
r9326_c4,1.0
r9329_c4,4.0
r9336_c4,3.0
r9368_c4,5.0
r9373_c4,5.0
r9388_c4,5.0
r9397_c4,4.0
r9405_c4,3.0
r9408_c4,2.0
r9430_c4,5.0
r9433_c4,5.0
r9440_c4,5.0
r9443_c4,3.0
r9460_c4,5.0
r9493_c4,5.0
r9501_c4,5.0
r9526_c4,4.0
r9554_c4,2.0
r9605_c4,3.0
r9610_c4,3.0
r9614_c4,5.0
r9618_c4,5.0
r9637_c4,5.0
r9656_c4,4.0
r9659_c4,5.0
r9686_c4,4.0
r9733_c4,4.0
r9759_c4,5.0
r9762_c4,3.0
r9766_c4,3.0
r9797_c4,5.0
r9804_c4,4.0
r9838_c4,5.0
r9858_c4,3.0
r9879_c4,4.0
r9880_c4,4.0
r9903_c4,5.0
r9916_c4,3.0
r9919_c4,5.0
r9926_c4,3.0
r9930_c4,3.0
r9962_c4,5.0
r9965_c4,2.0
r9995_c4,3.0
r123_c5,4.0
r209_c5,2.0
r210_c5,3.0
r250_c5,4.0
r253_c5,4.0
r273_c5,4.0
r323_c5,4.0
r412_c5,2.0
r431_c5,4.0
r470_c5,5.0
r479_c5,3.0
r485_c5,3.0
r509_c5,4.0
r566_c5,4.0
r579_c5,5.0
r605_c5,5.0
r641_c5,2.0
r642_c5,4.0
r692_c5,5.0
r707_c5,4.0
r711_c5,3.0
r829_c5,3.0
r831_c5,4.0
r843_c5,3.0
r870_c5,3.0
r900_c5,4.0
r912_c5,3.0
r930_c5,5.0
r964_c5,4.0
r969_c5,3.0
r1004_c5,5.0
r1007_c5,4.0
r1028_c5,4.0
r1165_c5,5.0
r1224_c5,4.0
r1234_c5,5.0
r1348_c5,4.0
r1377_c5,5.0
r1385_c5,5.0
r1387_c5,5.0
r1459_c5,3.0
r1480_c5,3.0
r1531_c5,3.0
r1650_c5,5.0
r1744_c5,5.0
r1763_c5,4.0
r1807_c5,3.0
r1818_c5,5.0
r1826_c5,5.0
r1878_c5,5.0
r1884_c5,3.0
r2079_c5,5.0
r2114_c5,4.0
r2180_c5,3.0
r2228_c5,2.0
r2235_c5,5.0
r2337_c5,4.0
r2380_c5,4.0
r2505_c5,2.0
r2555_c5,3.0
r2600_c5,4.0
r2638_c5,4.0
r2670_c5,4.0
r2688_c5,2.0
r2736_c5,3.0
r2758_c5,3.0
r2781_c5,3.0
r2802_c5,1.0
r2909_c5,3.0
r2948_c5,3.0
r2988_c5,3.0
r3066_c5,4.0
r3175_c5,3.0
r3200_c5,2.0
r3203_c5,2.0
r3220_c5,5.0
r3261_c5,3.0
r3343_c5,2.0
r3439_c5,3.0
r3601_c5,4.0
r3640_c5,4.0
r3663_c5,3.0
r3679_c5,3.0
r3712_c5,3.0
r3757_c5,4.0
r3838_c5,4.0
r3894_c5,3.0
r4003_c5,4.0
r4027_c5,4.0
r4098_c5,3.0
r4128_c5,4.0
r4190_c5,4.0
r4291_c5,3.0
r4293_c5,3.0
r4294_c5,5.0
r4347_c5,4.0
r4365_c5,3.0
r4412_c5,2.0
r4474_c5,2.0
r4615_c5,4.0
r4661_c5,5.0
r4712_c5,3.0
r4758_c5,3.0
r4809_c5,4.0
r4870_c5,2.0
r4891_c5,3.0
r4999_c5,2.0
r5026_c5,3.0
r5065_c5,5.0
r5142_c5,4.0
r5148_c5,4.0
r5211_c5,3.0
r5311_c5,5.0
r5373_c5,4.0
r5397_c5,3.0
r5426_c5,4.0
r5428_c5,3.0
r5478_c5,3.0
r5507_c5,4.0
r5580_c5,3.0
r5588_c5,3.0
r5605_c5,4.0
r5626_c5,4.0
r5663_c5,4.0
r5683_c5,4.0
r5767_c5,3.0
r5798_c5,2.0
r5799_c5,3.0
r5809_c5,3.0
r5813_c5,3.0
r5817_c5,3.0
r5872_c5,5.0
r5913_c5,2.0
r6022_c5,4.0
r6037_c5,4.0
r6048_c5,5.0
r6054_c5,4.0
r6118_c5,5.0
r6171_c5,3.0
r6216_c5,5.0
r6241_c5,4.0
r6373_c5,3.0
r6375_c5,3.0
r6463_c5,1.0
r6491_c5,4.0
r6528_c5,3.0
r6542_c5,4.0
r6679_c5,4.0
r6738_c5,5.0
r6781_c5,5.0
r6804_c5,2.0
r6815_c5,3.0
r6847_c5,5.0
r6866_c5,5.0
r6908_c5,3.0
r6924_c5,2.0
r6937_c5,4.0
r6962_c5,4.0
r6975_c5,4.0
r7097_c5,5.0
r7126_c5,3.0
r7152_c5,4.0
r7238_c5,4.0
r7242_c5,2.0
r7260_c5,4.0
r7266_c5,5.0
r7381_c5,4.0
r7416_c5,4.0
r7474_c5,3.0
r7483_c5,4.0
r7537_c5,5.0
r7607_c5,4.0
r7620_c5,4.0
r7680_c5,5.0
r7685_c5,5.0
r7709_c5,3.0
r7787_c5,3.0
r7861_c5,3.0
r7905_c5,4.0
r7909_c5,4.0
r7932_c5,5.0
r7943_c5,3.0
r7983_c5,4.0
r7985_c5,3.0
r8076_c5,2.0
r8101_c5,3.0
r8107_c5,3.0
r8108_c5,3.0
r8214_c5,2.0
r8232_c5,4.0
r8312_c5,5.0
r8318_c5,4.0
r8374_c5,3.0
r8382_c5,4.0
r8398_c5,2.0
r8476_c5,1.0
r8602_c5,4.0
r8610_c5,3.0
r8625_c5,4.0
r8628_c5,4.0
r8630_c5,4.0
r8668_c5,5.0
r8711_c5,5.0
r8738_c5,5.0
r8749_c5,3.0
r8784_c5,5.0
r8806_c5,4.0
r8812_c5,4.0
r8815_c5,4.0
r8864_c5,5.0
r9017_c5,2.0
r9057_c5,1.0
r9118_c5,2.0
r9135_c5,5.0
r9138_c5,2.0
r9156_c5,3.0
r9189_c5,4.0
r9315_c5,4.0
r9359_c5,5.0
r9363_c5,4.0
r9383_c5,4.0
r9438_c5,2.0
r9447_c5,3.0
r9467_c5,5.0
r9525_c5,4.0
r9541_c5,2.0
r9589_c5,4.0
r9602_c5,5.0
r9605_c5,4.0
r9741_c5,5.0
r9817_c5,3.0
r9827_c5,5.0
r9856_c5,3.0
r9889_c5,4.0
r9918_c5,3.0
r9942_c5,4.0
r9976_c5,3.0
r16_c6,5.0
r25_c6,4.0
r27_c6,5.0
r46_c6,5.0
r54_c6,5.0
r65_c6,5.0
r71_c6,5.0
r76_c6,5.0
r83_c6,5.0
r105_c6,5.0
r107_c6,5.0
r148_c6,3.0
r158_c6,5.0
r163_c6,3.0
r176_c6,5.0
r180_c6,3.0
r184_c6,5.0
r199_c6,5.0
r202_c6,3.0
r215_c6,5.0
r240_c6,4.0
r242_c6,5.0
r250_c6,5.0
r257_c6,4.0
r261_c6,5.0
r268_c6,5.0
r275_c6,4.0
r280_c6,5.0
r285_c6,5.0
r291_c6,5.0
r302_c6,4.0
r319_c6,5.0
r331_c6,5.0
r356_c6,4.0
r372_c6,5.0
r377_c6,5.0
r399_c6,5.0
r404_c6,5.0
r411_c6,4.0
r418_c6,5.0
r419_c6,5.0
r420_c6,4.0
r431_c6,5.0
